"","spName","prevAll","x","y","prevBins","xBins","yBins","weights"
"8680","Fringilla_coelebs",8353,35.39,52.34,8,6,9,1
"7569","Ficedula_zanthopygia",1400,123.92,44.08,2,9,8,0.0526315789473684
"8252","Cuculus_solitarius",4386,21.86,-5.07,4,6,4,0.025
"8395","Falco_femoralis",4603,-59.71,-17.11,5,4,3,0.2
"8806","Tachybaptus_ruficollis",16366,51.76,19.68,15,7,6,1
"8132","Falcipennis_canadensis",4132,-105.15,57.23,4,2,9,0.1
"7453","Rhodopechys_obsoletus",2188,77.2,39.19,2,8,8,0.0666666666666667
"7956","Tetrax_tetrax",2833,51.71,48.38,3,7,8,0.125
"8819","Charadrius_dubius",18277,73.63,44.55,17,8,8,0.5
"7279","Abroscopus_superciliaris",1313,104,10.53,2,8,5,0.0454545454545455
"8616","Perdix_perdix",5976,39.97,51.95,6,7,9,0.125
"6620","Crotophaga_sulcirostris",1272,-85,11.12,2,3,6,0.333333333333333
"8344","Turdus_ruficollis",3545,85.37,56.61,4,8,9,0.5
"6241","Callaeas_cinereus",23,175.53,-37.84,1,10,2,0.0128205128205128
"2120","Geositta_poeciloptera",528,-49.76,-17.88,1,4,3,0.00280112044817927
"4217","Nisaetus_alboniger",404,106.35,2.32,1,8,5,0.00523560209424084
"8771","Mareca_penelope",12130,91.52,61.73,11,8,9,0.142857142857143
"5604","Amaurornis_isabellina",44,122.23,-0.61,1,9,5,0.00280112044817927
"370","Asthenes_flammulata",106,-76.72,-2.15,1,3,4,0.0018348623853211
"338","Upucerthia_jelskii",241,-70.08,-16.54,1,3,3,0.0121951219512195
"3968","Ploceus_dichrocephalus",77,41.31,4.02,1,7,5,0.00740740740740741
"8431","Mycteria_americana",5458,-61.48,-6.88,5,4,4,0.02
"8676","Bubo_scandiacus",7976,-25.76,71.53,8,5,10,1
"5056","Polytelis_alexandrae",494,129.51,-24.36,1,9,3,0.0149253731343284
"8358","Ixobrychus_sinensis",4046,109.45,22.5,4,9,6,0.5
"7252","Ficedula_albicollis",1427,27.58,49.85,2,6,9,0.5
"8547","Petrochelidon_pyrrhonota",6389,-108.55,46.81,6,2,8,0.5
"8088","Mirafra_javanica",2971,131.12,-13.95,3,9,4,0.25
"4932","Branta_ruficollis",942,89.65,71.99,1,8,10,1
"6595","Bubo_magellanicus",1209,-69.77,-36.19,2,3,2,0.142857142857143
"8281","Glaucidium_perlatum",4398,22.01,-1.89,4,6,5,0.0454545454545455
"152","Corvus_caurinus",402,-135.17,55.16,1,2,9,0.111111111111111
"8582","Aquila_rapax",6518,30.8,4.21,6,6,5,0.111111111111111
"1969","Mimus_triurus",405,-64.74,-34.35,1,4,2,0.0147058823529412
"8603","Cygnus_columbianus",5724,36,67.82,6,6,10,0.25
"8730","Scolopax_rusticola",9864,67.54,54.65,9,7,9,0.2
"8538","Cinclus_pallasii",4857,117.98,40.74,5,9,8,0.333333333333333
"2838","Apus_alexandri",12,-24.25,15.75,1,5,6,0.142857142857143
"8765","Dryobates_minor",11727,68.67,54.49,11,7,9,0.2
"6215","Nestor_meridionalis",92,172.27,-41.51,1,10,1,0.0256410256410256
"7644","Rallus_limicola",3202,-98.87,42.57,3,3,8,0.0434782608695652
"7611","Buteo_albonotatus",2971,-70.14,0.85,3,3,5,0.125
"15","Campylorhynchus_gularis",135,-103.79,22.35,1,2,6,0.0344827586206897
"8261","Motacilla_aguimp",4339,22.94,-3.9,4,6,4,0.025
"8144","Chordeiles_acutipennis",4188,-69.91,3.49,4,3,5,0.5
"245","Pseudasthenes_steinbachi",86,-67.64,-29.35,1,3,2,0.0238095238095238
"2846","Apus_unicolor",22,-15.77,28.75,1,5,7,0.0909090909090909
"8813","Fulica_atra",17488,79.72,35.98,16,8,7,1
"3727","Sitta_neumayer",760,36.08,38.65,1,6,8,0.0769230769230769
"8638","Antigone_canadensis",6905,-101.3,60.5,7,3,9,1
"162","Limosa_haemastica",475,-132.61,63.43,1,2,10,0.333333333333333
"7430","Nisaetus_nipalensis",1211,106.86,26.58,2,8,7,0.0294117647058824
"7248","Phylloscopus_bonelli",1301,9.31,41.27,2,6,8,0.0833333333333333
"2145","Ilicura_militaris",352,-46.29,-21.29,1,4,3,0.00280112044817927
"8292","Prionops_plumatus",4080,22.19,-1.73,4,6,5,0.0454545454545455
"8823","Anas_acuta",20115,24.17,59.44,18,6,9,1
"6544","Haliaeetus_pelagicus",1033,151.34,58.54,1,10,9,0.5
"8652","Rallus_aquaticus",7438,45.62,46.98,7,7,8,0.333333333333333
"8234","Numenius_phaeopus",4450,-13.75,63.91,4,5,10,1
"8269","Serinus_mozambicus",3826,20.46,-3.61,4,6,4,0.025
"7223","Ortyxelos_meiffrenii",1185,17.04,11.83,2,6,6,0.0416666666666667
"8774","Pyrrhula_pyrrhula",11830,75.49,55.97,11,8,9,0.142857142857143
"8094","Spilopelia_chinensis",3204,108.68,18.16,3,9,6,1
"8000","Vanellus_indicus",3005,78.24,23.61,3,8,6,0.0227272727272727
"175","Chloephaga_picta",512,-70.95,-47.15,1,3,1,0.0181818181818182
"8550","Haliaeetus_leucocephalus",6463,-112.03,53.11,6,2,9,0.166666666666667
"7764","Pachyramphus_marginatus",2266,-61.67,-4.74,3,4,4,0.0072992700729927
"8312","Cettia_cetti",3598,39.18,41.35,4,7,8,0.111111111111111
"8553","Regulus_calendula",5925,-108.03,54.04,6,2,9,0.166666666666667
"1","Vini_australis",13,-172.44,-15.37,1,1,3,1
"8233","Ciccaba_virgata",3851,-65.49,-2.1,4,4,5,1
"2168","Mackenziaena_leachii",349,-49.85,-25.22,1,4,3,0.00280112044817927
"8791","Carpodacus_erythrinus",14385,88.06,53.82,13,8,9,0.166666666666667
"8847","Milvus_migrans",26635,68.35,25.13,24,7,7,1
"4096","Numenius_tenuirostris",13,68.13,55.48,1,7,9,0.5
"2790","Bleda_eximius",149,-6.02,6.56,1,5,5,0.0185185185185185
"8306","Picus_viridis",3639,23.82,49.9,4,6,9,0.2
"8310","Buteo_rufinus",4178,47.7,39.39,4,7,8,0.111111111111111
"4091","Rhodopechys_sanguineus",950,59.65,38.32,1,7,8,0.0526315789473684
"5986","Hierococcyx_pectoralis",199,122.61,11.51,1,9,6,0.00769230769230769
"7952","Passer_hispaniolensis",2633,40.64,38.41,3,7,8,0.125
"8733","Hirundo_daurica",9493,82.52,30.84,9,8,7,1
"8816","Gallinula_chloropus",18460,55.97,26.99,17,7,7,1
"8165","Caracara_plancus",3674,-57.63,-25.51,4,4,3,1
"8615","Locustella_naevia",5789,44.64,52.04,6,7,9,0.125
"8850","Ardea_alba",30502,29.44,9.91,28,6,5,1
"8128","Regulus_satrapa",3919,-104.62,49.36,4,2,8,0.142857142857143
"4098","Calidris_falcinellus",1110,65.53,68.13,1,7,10,1
"7277","Melanocorypha_yeltoniensis",1177,63.46,50.73,2,7,9,0.333333333333333
"238","Ochetorhynchus_ruficaudus",495,-68.4,-29.59,1,3,2,0.0238095238095238
"3726","Sitta_krueperi",219,33.36,39.62,1,6,8,0.0769230769230769
"3705","Turdoides_leucocephala",141,35.81,14.04,1,6,6,0.0454545454545455
"3851","Randia_pseudozosterops",86,48.46,-18.76,1,7,3,0.00735294117647059
"1602","Cyanerpes_lucidus",155,-84.36,12.33,1,3,6,0.00257731958762887
"8299","Pterocles_senegallus",3844,20.49,24.08,4,6,7,0.5
"7791","Spizaetus_tyrannus",3147,-63.43,-4.09,3,4,4,0.0072992700729927
"7964","Ardea_intermedia",2587,99.81,20.55,3,8,6,0.0227272727272727
"7262","Prinia_gracilis",2122,57.44,25.65,2,7,7,0.111111111111111
"7548","Halcyon_coromanda",1562,112.89,14.6,2,9,6,0.333333333333333
"5737","Heinrichia_calligyna",32,120.62,-1.75,1,9,5,0.00280112044817927
"9","Calidris_mauri",371,-162.58,64.36,1,1,10,0.333333333333333
"8559","Corvus_brachyrhynchos",5997,-97.15,46.16,6,3,8,0.25
"5317","Melanocharis_longicauda",100,142.21,-5.37,1,9,4,0.00194931773879142
"8019","Aquila_audax",3026,134.54,-25.76,3,9,3,0.0140845070422535
"160","Calcarius_pictus",758,-121.89,64.5,1,2,10,0.333333333333333
"7835","Rhinopomastus_cyanomelas",2396,28.03,-15.56,3,6,3,0.333333333333333
"8758","Anser_fabalis",10649,104.76,62.94,10,8,10,1
"7217","Corvus_rhipidurus",1278,37.22,14.28,2,6,6,0.0416666666666667
"8650","Charadrius_alexandrinus",7768,69.28,39.64,7,7,8,0.333333333333333
"8833","Butorides_striata",22258,11.69,7.6,20,6,5,1
"8560","Geothlypis_trichas",6575,-100.16,44.82,6,3,8,0.25
"8645","Sarkidiornis_melanotos",6884,32.18,0.97,7,6,5,0.2
"7965","Cacomantis_merulinus",2283,106.82,12.35,3,8,6,0.0227272727272727
"7288","Dinopium_javanense",1296,102.47,10.51,2,8,5,0.0454545454545455
"4569","Yuhina_castaniceps",196,95.44,22.98,1,8,6,0.00377358490566038
"7452","Prunella_fulvescens",1776,92.97,41.32,2,8,8,0.0666666666666667
"8721","Plegadis_falcinellus",9622,49.4,-1.06,9,7,5,0.333333333333333
"2857","Aquila_adalberti",86,-5.19,39.07,1,5,8,0.142857142857143
"8706","Tringa_nebularia",8532,88.8,60.29,8,8,9,0.2
"1004","Chiroxiphia_lanceolata",229,-71.61,9.48,1,3,5,0.00164203612479475
"8521","Hippolais_caligata",4734,67.2,51.02,5,7,9,0.25
"8095","Ardeola_bacchus",2450,114.69,33.16,3,9,7,0.2
"7273","Pyrrhocorax_graculus",2012,60.44,38.97,2,7,8,0.1
"8334","Aegypius_monachus",3435,87.01,42.38,4,8,8,0.111111111111111
"8297","Tachymarptis_melba",3976,37.63,22.44,4,6,6,1
"7249","Regulus_ignicapilla",1803,12.72,45.75,2,6,8,0.0833333333333333
"8682","Cisticola_juncidis",8533,62.43,10.53,8,7,5,0.5
"8534","Emberiza_leucocephalos",5401,101.23,55.32,5,8,9,0.333333333333333
"8599","Sylvia_borin",6299,35.48,54.52,6,6,9,0.142857142857143
"6664","Anser_caerulescens",1150,-91.92,71.47,2,3,10,0.5
"8387","Charadrius_semipalmatus",4522,-118.26,64.02,5,2,10,1
"8618","Sylvia_nisoria",5789,53.01,49.82,6,7,9,0.125
"5029","Geophaps_ferruginea",217,119.01,-22.69,1,9,3,0.0149253731343284
"312","Phrygilus_erythronotus",71,-67.98,-18.65,1,3,3,0.0121951219512195
"1978","Poospiza_nigrorufa",687,-59.29,-30.76,1,4,2,0.0147058823529412
"6587","Limnodromus_griseus",1601,-104.36,55.48,2,2,9,0.166666666666667
"157","Parus_rufescens",697,-126.06,50.32,1,2,9,0.111111111111111
"4020","Ammoperdix_heyi",776,42.15,23.47,1,7,6,0.032258064516129
"8375","Catharus_ustulatus",5081,-107.83,53.55,5,2,9,0.0666666666666667
"2780","Myiarchus_oberi",14,-61.36,15.46,1,4,6,0.0666666666666667
"6947","Pipra_pipra",1872,-62.28,-1.6,2,4,5,0.0416666666666667
"2726","Quiscalus_lugubris",340,-64.31,7.29,1,4,5,0.00510204081632653
"6607","Microrhopias_quixensis",1631,-67.38,-2.49,2,3,4,0.0909090909090909
"8804","Asio_otus",16100,25.34,50.38,15,6,9,0.5
"7461","Artamus_cyanopterus",1666,139.1,-29.72,2,9,2,0.0625
"8718","Plectrophenax_nivalis",9253,-29.01,69.99,9,5,10,0.5
"8197","Leptodon_cayanensis",4415,-61.09,-5.74,4,4,4,0.0149253731343284
"8660","Perisoreus_infaustus",7568,90.7,60.15,7,8,9,0.25
"5962","Chrysocolaptes_xanthocephalus",28,122.95,11.04,1,9,6,0.00769230769230769
"7229","Sporopipes_frontalis",1317,16.59,10.87,2,6,6,0.0416666666666667
"7000","Ardeola_rufiventris",2045,27.84,-11.86,2,6,4,0.0104166666666667
"6621","Sayornis_nigricans",1458,-93.57,15.49,2,3,6,0.333333333333333
"8783","Garrulus_glandarius",12550,65.31,48.36,12,7,8,0.25
"2865","Anser_canagicus",258,-27.89,65.31,1,5,10,0.5
"7960","Aegithina_tiphia",2610,94.26,14.61,3,8,6,0.0227272727272727
"5680","Cyclopsitta_gulielmitertii",29,132.56,-1.35,1,9,5,0.00280112044817927
"8371","Spatula_discors",4843,-105.13,48.81,5,2,8,0.5
"4012","Uraeginthus_ianthinogaster",631,39.87,2.71,1,7,5,0.00740740740740741
"8357","Synoicus_chinensis",3843,111.31,6.98,4,9,5,0.333333333333333
"8530","Haliaeetus_leucoryphus",4663,87.76,40.4,5,8,8,0.2
"7933","Hippolais_pallida",3083,31.66,33.78,3,6,7,0.2
"8705","Strix_uralensis",8103,91,56.62,8,8,9,0.2
"8529","Anthropoides_virgo",4510,82.02,46.95,5,8,8,0.2
"3723","Hippolais_olivetorum",277,27.05,39.09,1,6,8,0.0769230769230769
"219","Asthenes_modesta",941,-68.62,-32.79,1,3,2,0.0238095238095238
"3880","Phyllastrephus_fischeri",144,39.05,-7.58,1,7,4,0.0833333333333333
"154","Dendroica_townsendi",1046,-129.64,55.39,1,2,9,0.111111111111111
"5281","Lonchura_montana",26,139.73,-4.4,1,9,4,0.00194931773879142
"183","Enicognathus_ferrugineus",392,-71.97,-45.1,1,3,1,0.0181818181818182
"7980","Hypothymis_azurea",3174,100.77,13.96,3,8,6,0.0227272727272727
"7612","Columbina_passerina",3173,-73.61,10.39,3,3,5,0.125
"7463","Climacteris_affinis",1132,133.52,-28.44,2,9,2,0.0625
"8545","Prunella_montanella",4965,117.71,62.41,5,9,10,0.5
"8518","Aquila_heliaca",5302,69.68,49.64,5,7,9,0.25
"8348","Tringa_erythropus",3729,103.4,68.34,4,8,10,0.25
"1354","Pteroglossus_frantzii",20,-83.3,8.97,1,3,5,0.00164203612479475
"8617","Picus_canus",6697,70.86,51.6,6,7,9,0.125
"6572","Megascops_kennicottii",1820,-114.94,39.05,2,2,8,0.0434782608695652
"7536","Eudynamys_orientalis",1458,139.24,-12.52,2,9,4,0.0909090909090909
"5211","Ducula_spilorrhoa",398,139.9,-10.77,1,9,4,0.00194931773879142
"8578","Dicrurus_adsimilis",6286,21.84,-3.42,6,6,4,0.1
"8478","Ciconia_microscelis",5150,21.73,-1.24,5,6,5,0.0526315789473684
"8543","Zoothera_sibirica",4939,119.11,57.66,5,9,9,0.333333333333333
"8679","Acrocephalus_scirpaceus",8146,31.81,27.47,8,6,7,1
"1920","Dendroica_caerulescens",708,-76.98,44.78,1,3,8,0.0909090909090909
"7998","Strix_leptogrammica",2376,101.48,17.11,3,8,6,0.0227272727272727
"6556","Geococcyx_californianus",1325,-104.84,30.75,2,2,7,0.0833333333333333
"6526","Rhipidura_dahli",27,150.97,-4.94,1,10,4,0.00704225352112676
"2842","Mirafra_cordofanica",681,1.54,16.66,1,5,6,0.142857142857143
"574","Hylophilus_olivaceus",65,-77.27,-5.73,1,3,4,0.0018348623853211
"1023","Chrysothlypis_chrysomelas",33,-80.95,9.1,1,3,5,0.00164203612479475
"8572","Actophilornis_africanus",6023,21.14,-3.68,6,6,4,0.1
"8784","Strix_nebulosa",13337,39.88,58.73,12,7,9,1
"4111","Meiglyptes_tristis",30,107.38,-6.78,1,8,4,0.0625
"8751","Vanellus_vanellus",11071,59.28,52.58,10,7,9,0.166666666666667
"8651","Phoenicurus_ochruros",6912,58.37,42.52,7,7,8,0.333333333333333
"8629","Dryobates_pubescens",6952,-104.94,48.34,7,2,8,0.25
"2840","Lagonosticta_virata",76,-7.34,13.08,1,5,6,0.142857142857143
"8536","Falco_rusticolus",5481,86.38,68.86,5,8,10,1
"8091","Ixobrychus_flavicollis",3335,116.2,8.37,3,9,5,0.2
"8544","Emberiza_pallasi",4580,120.5,63.03,5,9,10,0.5
"5937","Actenoides_lindsayi",90,121.91,14.44,1,9,6,0.00769230769230769
"7578","Anser_cygnoid",1276,113.7,49.83,2,9,9,0.125
"8100","Accipiter_gularis",2726,118,48.52,3,9,8,0.0909090909090909
"8683","Columba_livia",8275,48.01,33.38,8,7,7,0.5
"6631","Antrostomus_vociferus",1762,-86.19,42.62,2,3,8,0.04
"8589","Porphyrio_alleni",5819,21.39,-2.09,6,6,5,0.111111111111111
"8329","Cuculus_micropterus",4321,106.69,24.32,4,8,7,0.2
"7165","Myrmecocichla_albifrons",1265,10,9.01,2,6,5,0.00806451612903226
"8541","Melanitta_stejnegeri",4689,128.95,60.84,5,9,9,0.333333333333333
"1927","Ammodramus_nelsoni",975,-98.82,52.51,1,3,9,0.333333333333333
"2841","Laniarius_barbarus",1102,-0.3,11.94,1,5,6,0.142857142857143
"6671","Fulica_armillata",1410,-65.18,-38.57,2,4,2,0.0476190476190476
"4924","Prunella_atrogularis",748,75.93,48.77,1,8,8,0.0526315789473684
"7616","Tityra_semifasciata",2464,-68.54,-2.01,3,3,5,0.125
"6345","Lichenostomus_frenatus",33,145.77,-17.75,1,10,3,0.0105263157894737
"8539","Emberiza_cioides",5145,111.31,43.1,5,9,8,0.333333333333333
"4035","Passer_euchlorus",111,43.1,15.49,1,7,6,0.032258064516129
"7257","Caprimulgus_aegyptius",1361,42.46,35.69,2,7,7,0.111111111111111
"7987","Nectarinia_asiatica",2333,83.02,21.92,3,8,6,0.0227272727272727
"7294","Irena_puella",1662,101.85,10.3,2,8,5,0.0454545454545455
"6598","Geranoaetus_polyosoma",1541,-70.32,-31.98,2,3,2,0.142857142857143
"8666","Luscinia_calliope",7049,113.56,57.09,7,9,9,0.166666666666667
"7282","Arachnothera_longirostra",1717,103.6,10.68,2,8,5,0.0454545454545455
"6356","Myiagra_azureocapilla",20,160.62,-17.27,1,10,3,0.0105263157894737
"7412","Carpodacus_rubicilla",1567,86.97,35.43,2,8,7,0.0294117647058824
"153","Dendragapus_obscurus",1021,-120.86,51.96,1,2,9,0.111111111111111
"5038","Lonchura_castaneothorax",917,139.76,-19.76,1,9,3,0.0149253731343284
"7298","Phodilus_badius",1504,104.55,10.21,2,8,5,0.0454545454545455
"8295","Turtur_afer",3656,17.87,1.84,4,6,5,0.0454545454545455
"7728","Euscarthmus_meloryphus",2349,-54.43,-14.04,3,4,4,0.0072992700729927
"4650","Chrysolophus_amherstiae",169,101.04,27.23,1,8,7,0.00294117647058824
"228","Lophonetta_specularioides",966,-69.36,-34.51,1,3,2,0.0238095238095238
"8542","Tetrao_urogalloides",4831,129.5,59.81,5,9,9,0.333333333333333
"6657","Coturnicops_noveboracensis",2178,-92.98,51.42,2,3,9,0.125
"5787","Melipotes_gymnops",11,133.52,-1.3,1,9,5,0.00280112044817927
"3943","Mirafra_hypermetra",238,38.21,1.37,1,7,5,0.00740740740740741
"8737","Motacilla_citreola",9878,83.47,52.65,9,8,9,0.25
"8787","Dryocopus_martius",12651,82.8,55.92,12,8,9,0.25
"1908","Sitta_pusilla",453,-85.6,32.5,1,3,7,0.03125
"8611","Carduelis_spinus",6180,59.23,55.22,6,7,9,0.125
"8242","Bubo_africanus",3418,27.43,-12.63,4,6,4,0.025
"8670","Actitis_macularius",8008,-107.56,52.24,8,2,9,0.333333333333333
"6971","Falco_rupicoloides",1284,25.87,-17.18,2,6,3,0.0357142857142857
"3696","Mirafra_rufa",237,19.14,13.49,1,6,6,0.0454545454545455
"8204","Myiarchus_swainsoni",3986,-54.63,-14.07,4,4,4,0.0149253731343284
"7434","Prinia_crinigera",1284,100.77,27.95,2,8,7,0.0294117647058824
"8753","Bonasa_bonasia",10464,85.29,57.79,10,8,9,0.2
"8537","Corvus_macrorhynchos",5002,113.95,29.31,5,9,7,1
"8011","Anser_erythropus",2721,94.49,68.31,3,8,10,0.333333333333333
"2769","Chaetura_martinica",13,-61.21,14.98,1,4,6,0.0666666666666667
"8255","Eremomela_icteropygialis",3395,21.12,-5.88,4,6,4,0.025
"8116","Ficedula_mugimaki",3244,115.71,51.88,3,9,9,0.1
"8174","Chordeiles_nacunda",4365,-56.61,-9.55,4,4,4,0.0149253731343284
"7037","Lophoceros_alboterminatus",1372,30.13,-11.25,2,6,4,0.0104166666666667
"2854","Serinus_canaria",32,-19.3,31.67,1,5,7,0.0909090909090909
"5964","Copsychus_luzoniensis",95,122.03,14.33,1,9,6,0.00769230769230769
"4044","Strix_butleri",179,42.57,22.17,1,7,6,0.032258064516129
"8612","Falco_vespertinus",5778,64.66,55.66,6,7,9,0.125
"8345","Anthus_cervinus",3988,99.01,67.96,4,8,10,0.25
"8149","Carpodacus_mexicanus",3519,-99.33,36.6,4,3,8,0.0666666666666667
"8125","Contopus_sordidulus",3687,-116.01,45.4,4,2,8,0.142857142857143
"1040","Coeligena_wilsoni",39,-78.2,0.54,1,3,5,0.00164203612479475
"6585","Empidonax_hammondii",1657,-125.53,51.62,2,2,9,0.166666666666667
"8159","Sitta_carolinensis",4226,-99.14,40.51,4,3,8,0.0666666666666667
"7586","Calidris_tenuirostris",1287,128.92,64.63,2,9,10,1
"7247","Oenanthe_hispanica",1975,23.84,38.02,2,6,8,0.0833333333333333
"8649","Neophron_percnopterus",7486,39.36,25.58,7,7,7,1
"8013","Pluvialis_fulva",2705,95.3,69.29,3,8,10,0.333333333333333
"7860","Emberiza_flaviventris",2930,24.15,-9.25,3,6,4,0.0181818181818182
"3733","Branta_leucopsis",387,5,71.28,1,6,10,0.5
"6550","Amphispiza_bilineata",1169,-109.18,32.53,2,2,7,0.0833333333333333
"8605","Hirundo_smithii",5781,42.09,6.7,6,7,5,0.5
"6183","Falcipennis_falcipennis",582,135.22,51.88,1,9,9,0.2
"6599","Phoenicopterus_chilensis",1539,-67.58,-32.58,2,3,2,0.142857142857143
"7815","Cyanerpes_cyaneus",3166,-63.84,-1.95,3,4,5,0.0666666666666667
"7581","Leucosticte_arctoa",1906,125.14,56.87,2,9,9,0.125
"3937","Melierax_poliopterus",770,40.95,2.84,1,7,5,0.00740740740740741
"6601","Baryphthengus_martii",1257,-69.53,-5.29,2,3,4,0.0909090909090909
"7838","Anaplectes_rubriceps",2376,27.4,-5.87,3,6,4,0.0181818181818182
"8790","Aythya_fuligula",13606,81.26,57.79,13,8,9,0.166666666666667
"8003","Dicrurus_leucophaeus",2940,106.83,24.41,3,8,7,0.25
"3","Fulica_alai",18,-157.44,20.92,1,1,6,0.2
"2770","Cinclocerthia_ruficauda",17,-61.43,14.87,1,4,6,0.0666666666666667
"8380","Parus_atricapillus",5018,-104.62,50.07,5,2,9,0.0666666666666667
"8569","Porphyrio_martinicus",6184,-63.69,-4.9,6,4,4,0.111111111111111
"6940","Chlorostilbon_notatus",1777,-59.25,-1.9,2,4,5,0.0416666666666667
"7615","Spatula_cyanoptera",3304,-92.55,7.38,3,3,5,0.125
"27","Nyctiphrynus_mcleodii",128,-104.42,22.49,1,2,6,0.0344827586206897
"7274","Serinus_pusillus",1172,64.51,36.84,2,7,8,0.1
"7495","Entomyzon_cyanotis",1172,142.33,-23.86,2,9,3,0.0178571428571429
"6972","Fulica_cristata",2143,26.77,-15.31,2,6,3,0.0357142857142857
"8780","Apus_apus",13387,56.15,48.59,12,7,8,0.25
"8809","Falco_subbuteo",16189,79.28,50.69,15,8,9,0.5
"6648","Piranga_olivacea",1361,-84.9,42,2,3,8,0.04
"7554","Ketupa_flavipes",1228,108.2,26.01,2,9,7,0.125
"4615","Bradypterus_mandelli",444,101.9,24.33,1,8,7,0.00294117647058824
"8622","Pyrrhocorax_pyrrhocorax",6428,81.12,40.25,6,8,8,0.25
"8788","Haliaeetus_albicilla",12665,88.21,59.55,12,8,9,0.25
"8141","Pluvialis_dominica",3763,-116.27,67.17,4,2,10,0.5
"2745","Syndactyla_roraimae",61,-63.59,4.86,1,4,5,0.00510204081632653
"8738","Tringa_ochropus",9910,80.95,57.58,9,8,9,0.25
"6649","Scolopax_minor",2124,-83.39,41.58,2,3,8,0.04
"4218","Nisaetus_nanus",567,108.04,1.07,1,8,5,0.00523560209424084
"5","Himatione_sanguinea",24,-156.85,20.65,1,1,6,0.2
"6603","Electron_platyrhynchum",1177,-68.52,-4.9,2,3,4,0.0909090909090909
"7935","Oenanthe_leucopyga",2402,13.41,24.81,3,6,7,0.2
"1954","Cyanoliseus_patagonus",450,-66.86,-36.75,1,4,2,0.0147058823529412
"6703","Coryphospingus_cucullatus",1613,-56.05,-21.95,2,4,3,0.0147058823529412
"5215","Eopsaltria_pulverulenta",349,138.61,-12.07,1,9,4,0.00194931773879142
"8318","Circus_macrourus",3415,62.8,50.91,4,7,9,0.2
"7826","Tinamus_major",2801,-66.73,-0.97,3,4,5,0.0666666666666667
"2981","Foulehaio_carunculatus",36,31.85,-16.44,1,6,3,0.00680272108843537
"8769","Circus_cyaneus",11554,82.66,57.88,11,8,9,0.142857142857143
"7234","Apus_pallidus",1311,19.29,32.29,2,6,7,0.166666666666667
"8763","Tringa_totanus",11971,61.5,47.58,11,7,8,0.5
"7834","Oenanthe_pileata",2270,25.3,-16.53,3,6,3,0.333333333333333
"7377","Picumnus_innominatus",1958,102.63,23.26,2,8,6,0.00952380952380952
"8731","Sturnus_vulgaris",9924,46,51.12,9,7,9,0.2
"8362","Anas_zonorhyncha",3996,116.18,41.25,4,9,8,0.333333333333333
"8594","Erithacus_rubecula",6580,29.61,53.36,6,6,9,0.142857142857143
"6026","Pitta_kochi",55,121.66,15.69,1,9,6,0.00769230769230769
"8619","Columba_rupestris",5710,102,44.37,6,8,8,0.25
"7949","Anthus_spinoletta",2317,66.34,44.76,3,7,8,0.125
"8814","Bubo_bubo",17553,78.57,49.16,16,8,8,1
"8251","Cuculus_clamosus",4296,24.94,-6.3,4,6,4,0.025
"6590","Branta_hutchinsii",1391,-122.66,66.6,2,2,10,0.333333333333333
"8712","Tarsiger_cyanurus",7971,109.58,55,8,9,9,0.333333333333333
"4979","Phylidonyris_niger",515,138.25,-28.72,1,9,2,0.0149253731343284
"7756","Nemosia_pileata",3176,-55.76,-8.85,3,4,4,0.0072992700729927
"8522","Gallicrex_cinerea",4639,102.36,22.11,5,8,6,0.5
"8355","Cisticola_exilis",3504,121.62,-0.63,4,9,5,0.333333333333333
"8497","Columba_oenas",5596,34.49,50.57,5,6,9,0.2
"6130","Treron_permagnus",15,127.95,27.18,1,9,7,0.0144927536231884
"4251","Prionochilus_percussus",708,107.77,0.36,1,8,5,0.00523560209424084
"8276","Bubo_cinerascens",3461,17.86,10.52,4,6,5,0.0454545454545455
"4501","Psilopogon_annamensis",122,106,16.69,1,8,6,0.00377358490566038
"4631","Carpodacus_rubicilloides",792,94.37,32.94,1,8,7,0.00294117647058824
"8710","Anthus_hodgsoni",8151,109.29,51.26,8,9,9,0.333333333333333
"8657","Porzana_porzana",6871,51.87,53.81,7,7,9,0.2
"8653","Buteo_buteo",7297,38.94,52.42,7,7,9,0.2
"8316","Oenanthe_deserti",3890,65.47,38.66,4,7,8,0.111111111111111
"7955","Sylvia_nana",3064,55.92,38.3,3,7,8,0.125
"3944","Mirafra_poecilosterna",281,39.08,1.32,1,7,5,0.00740740740740741
"7654","Vermivora_peregrina",3060,-100.09,54.21,3,3,9,0.142857142857143
"64","Cynanthus_latirostris",334,-104.59,24.04,1,2,7,0.0140845070422535
"2544","Selenidera_gouldii",710,-54.82,-7.81,1,4,4,0.00476190476190476
"8555","Gallinula_galeata",5969,-72.39,6.9,6,3,5,0.5
"3719","Carduelis_citrinella",146,6.58,45.05,1,6,8,0.0769230769230769
"7827","Trogon_violaceus",2716,-67.09,0.17,3,4,5,0.0666666666666667
"4106","Cochoa_azurea",12,107.67,-7.08,1,8,4,0.0625
"8851","Corvus_corax",33555,14.13,54.85,30,6,9,1
"6943","Jacamerops_aureus",2072,-64.33,-2.02,2,4,5,0.0416666666666667
"167","Asthenes_pyrrholeuca",566,-68.09,-42.12,1,3,1,0.0181818181818182
"7659","Columbina_picui",2277,-58.6,-23.33,3,4,3,0.0476190476190476
